customer_id,company_name,industry,company_size,country_code,country_name,signup_date,signup_source,is_active,churned_at,churn_reason,nps_score,plan_name,plan_tier,current_sub_status,current_mrr,total_events,total_sessions,avg_session_duration,distinct_features,total_ltv,ticket_count,escalated_tickets,avg_satisfaction,onboarding_steps_completed,is_churned,segment,segment_name,high_engagement,recency_days
308,MistStack,Telecommunications,medium,IN,India,2023-01-24,referral,False,2024-02-22 11:32:08,,5.0,Free,free,cancelled,0.0,32,25,1401.15625,13,3178.65,5.0,0.0,3.0,3.0,1,3,Steady Users,0,181
309,NovaSolutions,Healthcare,small,CA,Canada,2024-09-24,event,False,2025-07-05 07:28:58,Budget cuts,1.0,Professional,professional,cancelled,32.5,45,35,1302.4666666666667,13,1252.66,8.0,1.0,2.0,3.0,1,1,Engaged Free/Low-Tier,1,185
310,Hive Solutions,Technology,small,SG,Singapore,2024-07-15,paid_ads,True,,,,Starter,starter,active,12.0,48,39,1564.1458333333333,13,1010.77,6.0,1.0,4.0,6.0,0,1,Engaged Free/Low-Tier,1,184
311,LinkGroup,Legal,large,BR,Brazil,2023-08-21,event,True,,,7.0,Enterprise,enterprise,active,82.5,39,31,1766.179487179487,13,583.52,6.0,0.0,4.5,3.0,0,0,At-Risk / Dormant,0,228
312,SageIO,Consulting,small,US,United States,2023-07-13,paid_ads,True,,,7.0,Enterprise,enterprise,active,82.5,38,33,1373.8157894736842,11,3134.37,5.0,0.0,2.5,3.0,0,3,Steady Users,0,181
313,TrekPro,Retail,medium,GB,United Kingdom,2024-12-02,event,True,,,,Free,free,active,0.0,31,26,1497.4193548387098,12,209.19,2.0,0.0,,4.0,0,0,At-Risk / Dormant,0,254
314,ArcSoftware,Finance,small,DE,Germany,2023-11-25,event,False,2024-02-01 13:12:31,Outgrew the platform,10.0,Professional,professional,cancelled,32.5,33,24,1359.2121212121212,13,1148.9,2.0,0.0,,5.0,1,3,Steady Users,0,197
315,RushDigital,Legal,small,GB,United Kingdom,2025-03-29,organic,True,,,8.0,Free,free,active,0.0,37,27,927.3513513513514,13,2970.01,2.0,0.0,3.0,4.0,0,3,Steady Users,0,206
316,VertexTech,Finance,small,DE,Germany,2023-09-14,referral,True,,,,Starter,starter,active,10.0,49,39,1730.204081632653,13,3179.5,5.0,0.0,5.0,4.0,0,2,Steady Users,1,174
317,Zeal HQ,E-commerce,large,US,United States,2024-11-28,paid_ads,True,,,,Starter Plus,starter,active,19.0,46,34,1178.8260869565217,14,857.02,2.0,0.0,,6.0,0,1,Engaged Free/Low-Tier,1,187
318,Jade Dev,Healthcare,small,CA,Canada,2023-08-30,event,True,,,4.0,Enterprise,enterprise,active,99.0,42,33,1531.7380952380952,12,1204.95,4.0,0.0,,4.0,0,3,Steady Users,1,186
319,LinkSystems,E-commerce,small,US,United States,2023-04-02,organic,True,,,8.0,Starter,starter,active,12.0,58,45,1311.2586206896551,14,1808.61,7.0,1.0,4.0,2.0,0,1,Engaged Free/Low-Tier,1,173
320,Wave Stack,Finance,large,JP,Japan,2025-02-13,partner,True,,,,Free,free,active,0.0,47,40,1320.531914893617,14,1731.96,6.0,1.0,4.0,5.0,0,1,Engaged Free/Low-Tier,1,208
321,BoltNet,Legal,small,DE,Germany,2023-07-14,referral,True,,,6.0,Free,free,active,0.0,34,29,1803.9411764705883,13,3471.18,5.0,0.0,1.0,3.0,0,2,Steady Users,0,177
322,RushGroup,Media,small,US,United States,2023-01-01,organic,True,,,9.0,Professional,professional,active,29.25,44,35,1446.3636363636363,14,1219.52,3.0,1.0,4.0,5.0,0,1,Engaged Free/Low-Tier,1,202
323,NexusStudio,E-commerce,small,FR,France,2024-05-24,organic,True,,,6.0,Starter Plus,starter,active,19.0,33,24,1401.969696969697,13,1059.28,5.0,0.0,3.6666666666666665,6.0,0,3,Steady Users,0,177
324,Hive Ops,Healthcare,small,US,United States,2024-10-19,event,True,,,,Enterprise Custom,enterprise,active,165.83,25,17,1279.2,11,538.76,7.0,0.0,,3.0,0,3,Steady Users,0,175
325,Trek Tech,Technology,small,SG,Singapore,2025-01-31,organic,True,,,7.0,Professional,professional,active,39.0,49,37,1271.4897959183672,14,1191.23,5.0,0.0,3.5,4.0,0,1,Engaged Free/Low-Tier,1,172
326,NexusAnalytics,Legal,small,DE,Germany,2023-07-14,paid_ads,False,2024-09-02 10:33:28,Integration issues,,Starter Plus,starter,cancelled,15.83,40,28,1445.725,14,2921.73,6.0,1.0,4.5,4.0,1,2,Steady Users,0,205
327,JadePro,Legal,small,SG,Singapore,2023-06-20,paid_ads,True,,,7.0,Professional Plus,professional,paused,59.0,44,36,1732.8636363636363,14,493.07,4.0,1.0,,7.0,0,1,Engaged Free/Low-Tier,1,184
328,IrisGroup,Marketing,small,JP,Japan,2024-07-30,event,True,,,8.0,Starter Plus,starter,active,19.0,33,25,1472.3030303030303,11,967.09,2.0,0.0,4.0,4.0,0,3,Steady Users,0,181
329,ZenLabs,Education,medium,US,United States,2023-08-08,event,True,,,9.0,Free,free,active,0.0,38,34,1495.3947368421052,13,415.92999999999995,6.0,0.0,4.5,5.0,0,3,Steady Users,0,175
330,JadeDev,Telecommunications,medium,US,United States,2024-08-19,organic,True,,,6.0,Free,free,active,0.0,39,31,1208.025641025641,14,847.36,5.0,0.0,,5.0,0,0,At-Risk / Dormant,0,284
331,UnitWorks,Finance,medium,FR,France,2025-04-07,organic,True,,,2.0,Professional,professional,active,39.0,46,38,1532.8695652173913,13,4396.7,6.0,2.0,3.0,4.0,0,2,Steady Users,1,194
332,WaveCorp,Retail,small,GB,United Kingdom,2024-06-20,partner,False,2025-09-12 09:01:10,Integration issues,3.0,Free,free,cancelled,0.0,42,37,1554.8095238095239,14,271.54,3.0,0.0,4.0,2.0,1,1,Engaged Free/Low-Tier,1,193
333,ZenHQ,Real Estate,medium,US,United States,2024-05-02,referral,True,,,7.0,Free,free,active,0.0,45,32,1237.4666666666667,13,6147.820000000001,3.0,0.0,5.0,7.0,0,2,Steady Users,1,176
334,ZenDev,Legal,small,US,United States,2024-09-22,event,True,,,5.0,Professional,professional,active,32.5,56,49,1452.732142857143,14,2553.77,1.0,0.0,5.0,4.0,0,1,Engaged Free/Low-Tier,1,172
335,ZealCorp,Telecommunications,medium,US,United States,2024-08-31,paid_ads,True,,,,Professional Plus,professional,active,49.17,51,38,1271.9019607843138,14,2002.09,4.0,0.0,5.0,5.0,0,1,Engaged Free/Low-Tier,1,194
336,WaveGroup,Insurance,medium,BR,Brazil,2023-06-09,referral,True,,,,Enterprise,enterprise,active,99.0,37,24,1314.8108108108108,13,298.04999999999995,7.0,0.0,2.4,5.0,0,3,Steady Users,0,212
337,Nexus Digital,Retail,enterprise,DE,Germany,2023-12-06,event,True,,,5.0,Starter Plus,starter,active,15.83,41,31,1357.8536585365853,14,1542.1399999999999,4.0,0.0,,3.0,0,0,At-Risk / Dormant,0,229
338,JadeIO,Finance,large,FR,France,2023-06-24,event,False,2024-05-30 18:29:28,,,Enterprise,enterprise,cancelled,70.12,45,38,1911.8,13,3114.2400000000002,8.0,1.0,,4.0,1,2,Steady Users,1,178
339,DataHQ,Technology,small,AU,Australia,2023-01-20,organic,True,,,,Starter Plus,starter,active,16.15,40,36,1426.9,11,428.63,4.0,1.0,,5.0,0,3,Steady Users,0,179
340,OrbitLogic,Legal,small,IN,India,2024-07-28,event,True,,,5.0,Free,free,active,0.0,56,45,1306.0,14,343.47,6.0,0.0,3.0,4.0,0,1,Engaged Free/Low-Tier,1,186
341,VertexIO,Finance,small,IN,India,2023-03-05,organic,True,,,,Starter,starter,active,10.0,50,33,1338.16,14,3181.31,6.0,1.0,4.0,4.0,0,2,Steady Users,1,205
342,Vertex Logic,Logistics,small,US,United States,2024-08-09,partner,False,2025-05-08 15:14:12,Integration issues,3.0,Starter,starter,cancelled,10.0,32,24,1371.21875,14,905.11,4.0,0.0,5.0,6.0,1,1,Engaged Free/Low-Tier,0,179
343,PeakDigital,Logistics,enterprise,GB,United Kingdom,2024-03-16,paid_ads,True,,,,Free,free,active,0.0,43,34,1638.3023255813953,13,1457.1200000000001,6.0,1.0,2.0,7.0,0,1,Engaged Free/Low-Tier,1,204
344,PeakVentures,Marketing,small,JP,Japan,2025-02-22,organic,True,,,,Free,free,paused,0.0,39,36,1631.6923076923076,13,2535.31,3.0,0.0,2.0,4.0,0,0,At-Risk / Dormant,0,306
345,Zeal Software,Healthcare,small,US,United States,2023-08-25,referral,True,,,1.0,Professional,professional,active,39.0,42,35,1387.3095238095239,14,1282.6100000000001,7.0,0.0,5.0,1.0,0,1,Engaged Free/Low-Tier,1,187
346,SageHub,Media,enterprise,BR,Brazil,2023-05-21,event,False,2024-06-05 12:04:16,Too expensive,10.0,Free,free,cancelled,0.0,42,39,1989.9285714285713,14,783.1800000000001,5.0,0.0,3.3333333333333335,3.0,1,0,At-Risk / Dormant,1,229
347,ArcPlatform,E-commerce,enterprise,GB,United Kingdom,2023-11-29,organic,True,,,,Professional,professional,active,39.0,41,32,1466.7073170731708,13,374.47,3.0,0.0,4.0,5.0,0,1,Engaged Free/Low-Tier,0,173
348,Vine Logic,Legal,small,AU,Australia,2024-04-07,partner,True,,,,Free,free,active,0.0,39,29,1320.5128205128206,14,925.03,2.0,0.0,,7.0,0,1,Engaged Free/Low-Tier,0,179
349,HiveDynamics,Legal,small,JP,Japan,2024-02-12,event,True,,,,Enterprise,enterprise,active,99.0,40,35,1736.525,12,3010.5099999999998,4.0,0.0,,3.0,0,3,Steady Users,0,188
350,DriftSolutions,Real Estate,small,FR,France,2023-04-26,organic,False,2025-09-20 19:32:00,No longer needed,2.0,Professional,professional,cancelled,39.0,47,37,1487.3617021276596,13,7362.67,10.0,0.0,3.0,6.0,1,2,Steady Users,1,189
351,LunaHQ,Legal,small,CA,Canada,2023-05-07,organic,False,2025-05-04 02:47:14,,3.0,Starter,starter,cancelled,10.0,25,23,1427.4,12,2681.0,6.0,0.0,3.0,6.0,1,3,Steady Users,0,187
352,UnitDev,Finance,medium,JP,Japan,2025-06-02,organic,False,2025-07-30 01:55:09,No longer needed,,Free,free,cancelled,0.0,30,23,1335.9666666666667,12,1899.82,4.0,0.0,4.0,6.0,1,3,Steady Users,0,213
353,ArcCloud,Insurance,medium,DE,Germany,2025-02-22,organic,True,,,9.0,Free,free,active,0.0,45,38,1742.9555555555555,13,4595.53,5.0,0.0,3.3333333333333335,4.0,0,2,Steady Users,1,185
354,Link Ops,Consulting,medium,AU,Australia,2024-07-24,organic,True,,,5.0,Starter Plus,starter,active,19.0,46,34,1402.9347826086957,13,3061.7999999999997,6.0,0.0,3.5,3.0,0,2,Steady Users,1,192
355,Cloud Ops,Real Estate,enterprise,BR,Brazil,2023-06-15,paid_ads,True,,,,Starter Plus,starter,active,19.0,42,34,1453.2142857142858,14,3137.58,6.0,1.0,2.6666666666666665,2.0,0,2,Steady Users,1,204
356,DriftPro,Telecommunications,small,US,United States,2025-05-13,event,True,,,4.0,Professional Plus,professional,active,59.0,45,36,1532.2888888888888,14,2616.77,6.0,0.0,5.0,4.0,0,1,Engaged Free/Low-Tier,1,179
357,VertexDev,E-commerce,large,GB,United Kingdom,2024-05-10,event,True,,,,Free,free,active,0.0,38,28,1350.9736842105262,12,727.93,3.0,0.0,4.0,1.0,0,3,Steady Users,0,183
358,BeamGroup,Education,medium,BR,Brazil,2024-10-09,partner,True,,,,Professional,professional,active,39.0,40,31,1552.25,14,4627.41,2.0,0.0,,5.0,0,2,Steady Users,0,216
359,TrekCloud,Technology,small,US,United States,2024-02-29,partner,True,,,8.0,Starter,starter,active,10.0,43,38,1714.4418604651162,12,9163.29,5.0,0.0,5.0,5.0,0,2,Steady Users,1,203
360,Sync Analytics,Insurance,small,DE,Germany,2023-12-16,paid_ads,True,,,10.0,Enterprise,enterprise,active,82.5,38,27,1317.7105263157894,14,2309.3999999999996,5.0,0.0,,4.0,0,0,At-Risk / Dormant,0,281
361,MetaWorks,Telecommunications,large,CA,Canada,2025-07-02,referral,True,,,,Professional,professional,active,32.5,56,42,1358.8214285714287,14,548.3199999999999,4.0,1.0,,7.0,0,1,Engaged Free/Low-Tier,1,209
362,Hive Cloud,Real Estate,large,SG,Singapore,2025-06-28,organic,True,,,4.0,Starter Plus,starter,active,15.83,41,30,1293.8536585365853,13,608.0,5.0,1.0,3.0,4.0,0,1,Engaged Free/Low-Tier,0,184
363,VertexLogic,Retail,small,BR,Brazil,2023-11-19,partner,True,,,3.0,Starter,starter,active,12.0,39,26,1464.6410256410256,14,1129.28,5.0,0.0,,3.0,0,1,Engaged Free/Low-Tier,0,210
364,LunaSystems,Technology,enterprise,GB,United Kingdom,2023-12-15,event,True,,,,Professional,professional,active,39.0,34,27,1387.1470588235295,13,3229.19,5.0,0.0,,5.0,0,2,Steady Users,0,207
365,Grid Dev,Logistics,small,GB,United Kingdom,2023-11-15,referral,True,,,,Starter,starter,active,10.0,41,33,1737.6829268292684,14,1787.19,3.0,0.0,5.0,5.0,0,1,Engaged Free/Low-Tier,0,205
366,VertexHQ,Healthcare,medium,SG,Singapore,2023-07-17,referral,True,,,9.0,Starter,starter,active,12.0,30,26,1616.9333333333334,13,608.1800000000001,2.0,0.0,,6.0,0,0,At-Risk / Dormant,0,264
367,Hub Labs,Real Estate,medium,JP,Japan,2024-12-22,event,True,,,4.0,Free,free,active,0.0,48,42,1572.3541666666667,13,807.73,14.0,1.0,2.6666666666666665,6.0,0,1,Engaged Free/Low-Tier,1,176
368,NexusWorks,Technology,small,US,United States,2023-07-03,referral,True,,,,Starter Plus,starter,active,19.0,43,29,1434.5813953488373,13,1199.1,8.0,1.0,,3.0,0,1,Engaged Free/Low-Tier,1,172
369,MetaNet,Insurance,medium,US,United States,2023-11-14,referral,True,,,,Starter,starter,active,12.0,49,31,1104.938775510204,14,2760.1,2.0,1.0,,3.0,0,1,Engaged Free/Low-Tier,1,189
370,Xenon Logic,Finance,large,SG,Singapore,2024-05-01,event,False,2025-06-06 18:43:17,Not enough users,,Starter,starter,cancelled,12.0,41,37,1622.6341463414635,12,5721.12,6.0,0.0,4.0,5.0,1,2,Steady Users,0,176
371,ZealStudio,Finance,medium,US,United States,2025-03-22,partner,True,,,8.0,Free,free,active,0.0,43,32,1395.4418604651162,13,535.5699999999999,2.0,0.0,,5.0,0,1,Engaged Free/Low-Tier,1,189
372,NexusPlatform,Consulting,medium,US,United States,2023-12-17,referral,True,,,8.0,Professional,professional,active,32.5,35,31,1532.0285714285715,11,601.01,4.0,0.0,3.0,7.0,0,3,Steady Users,0,184
373,VineNet,Consulting,small,BR,Brazil,2025-09-05,organic,True,,,8.0,Enterprise,enterprise,active,99.0,31,23,1317.8709677419354,13,2580.85,5.0,0.0,5.0,3.0,0,3,Steady Users,0,213
374,UltraIO,Technology,small,GB,United Kingdom,2024-11-07,partner,False,2025-07-01 07:39:47,Poor support experience,4.0,Free,free,cancelled,0.0,45,36,1901.6222222222223,13,487.65999999999997,5.0,0.0,,5.0,1,1,Engaged Free/Low-Tier,1,180
375,TidalVentures,Logistics,small,AU,Australia,2024-02-18,organic,True,,,,Professional Plus,professional,active,44.25,42,28,1098.6190476190477,14,771.85,6.0,2.0,3.5,5.0,0,1,Engaged Free/Low-Tier,1,226
376,XenonDynamics,Technology,large,JP,Japan,2024-12-20,organic,True,,,,Free,free,active,0.0,40,30,1619.45,13,809.63,4.0,0.0,2.0,5.0,0,1,Engaged Free/Low-Tier,0,179
377,ZenLogic,E-commerce,large,US,United States,2023-06-07,paid_ads,True,,,,Starter,starter,active,10.8,41,28,1094.0731707317073,14,817.04,6.0,0.0,3.3333333333333335,3.0,0,1,Engaged Free/Low-Tier,0,201
378,Bolt Digital,Legal,medium,SG,Singapore,2025-07-04,organic,True,,,,Professional Plus,professional,active,49.17,40,30,1472.6,12,941.62,5.0,0.0,5.0,5.0,0,3,Steady Users,0,173
379,BeamDynamics,Manufacturing,small,GB,United Kingdom,2023-10-03,organic,True,,,7.0,Enterprise,enterprise,active,84.15,37,26,1359.0,12,24.74,7.0,1.0,4.333333333333333,2.0,0,3,Steady Users,0,195
380,KeenIO,Healthcare,medium,CA,Canada,2023-03-22,partner,True,,,,Starter Plus,starter,active,19.0,52,49,1519.423076923077,14,2321.11,3.0,0.0,,7.0,0,1,Engaged Free/Low-Tier,1,179
381,EchoStack,Logistics,small,SG,Singapore,2024-07-01,referral,True,,,7.0,Free,free,active,0.0,42,35,1529.0238095238096,14,2835.31,3.0,0.0,2.0,4.0,0,2,Steady Users,1,179
382,Cloud Net,Telecommunications,medium,FR,France,2024-08-09,organic,False,2025-04-22 14:40:26,,,Professional Plus,professional,cancelled,53.1,41,27,1181.1951219512196,13,1190.8,3.0,1.0,,4.0,1,1,Engaged Free/Low-Tier,0,183
383,Glow Tech,Retail,enterprise,DE,Germany,2023-04-25,paid_ads,True,,,,Starter Plus,starter,active,12.67,39,36,1706.3333333333333,13,5837.39,4.0,1.0,3.5,7.0,0,2,Steady Users,0,210
384,QuestHQ,Finance,small,FR,France,2023-03-28,referral,True,,,9.0,Enterprise Custom,enterprise,active,165.83,36,26,1544.9166666666667,14,2482.2799999999997,6.0,0.0,3.5,5.0,0,2,Steady Users,0,181
385,WarpCorp,E-commerce,large,CA,Canada,2023-09-28,organic,True,,,4.0,Enterprise,enterprise,active,99.0,39,32,1465.948717948718,14,1018.75,10.0,3.0,,5.0,0,0,At-Risk / Dormant,0,240
386,EchoCloud,Insurance,medium,GB,United Kingdom,2024-03-21,organic,False,2025-04-03 14:37:22,Budget cuts,,Starter Plus,starter,cancelled,19.0,38,31,1768.078947368421,13,3124.39,5.0,0.0,,3.0,1,0,At-Risk / Dormant,0,253
387,GridDynamics,Retail,medium,BR,Brazil,2024-08-21,partner,True,,,,Enterprise,enterprise,active,99.0,34,23,1230.3823529411766,12,4068.5600000000004,9.0,1.0,,3.0,0,3,Steady Users,0,171
388,MetaDev,Legal,small,IN,India,2024-06-21,partner,False,2025-07-02 08:57:54,Company closed,1.0,Free,free,cancelled,0.0,50,37,1490.0,13,802.99,5.0,1.0,,5.0,1,1,Engaged Free/Low-Tier,1,219
389,CloudLabs,Technology,medium,SG,Singapore,2024-09-11,paid_ads,False,2025-06-22 22:02:28,,,Free,free,cancelled,0.0,53,43,1588.188679245283,14,1946.46,5.0,0.0,4.0,5.0,1,1,Engaged Free/Low-Tier,1,172
390,Sync HQ,Logistics,small,SG,Singapore,2025-03-10,event,False,2025-05-03 05:29:33,Budget cuts,10.0,Professional,professional,cancelled,32.5,46,40,1404.9130434782608,13,506.48,7.0,1.0,3.0,4.0,1,1,Engaged Free/Low-Tier,1,212
391,QuarkSolutions,Consulting,small,BR,Brazil,2023-08-12,event,True,,,7.0,Professional Plus,professional,active,59.0,41,32,1410.1707317073171,14,290.47,8.0,1.0,2.0,6.0,0,1,Engaged Free/Low-Tier,0,221
392,Keen Pro,Education,enterprise,CA,Canada,2023-09-30,referral,False,2024-07-12 04:29:34,Budget cuts,3.0,Professional,professional,cancelled,39.0,40,36,1592.675,12,1969.55,10.0,0.0,3.3333333333333335,6.0,1,3,Steady Users,0,190
393,EchoCorp,Legal,enterprise,US,United States,2024-07-02,organic,True,,,8.0,Free,free,active,0.0,34,29,1624.6764705882354,13,1013.7,4.0,1.0,4.0,4.0,0,3,Steady Users,0,181
394,DataStack,Logistics,small,IN,India,2023-06-30,partner,True,,,,Professional,professional,active,39.0,38,30,1375.921052631579,14,1856.8700000000001,5.0,0.0,4.5,3.0,0,0,At-Risk / Dormant,0,225
395,TidalNet,Healthcare,large,FR,France,2023-07-17,event,False,2024-08-20 11:22:12,Not enough users,6.0,Enterprise,enterprise,cancelled,89.1,39,34,1479.7948717948718,14,461.33,6.0,0.0,4.5,4.0,1,1,Engaged Free/Low-Tier,0,178
396,Data Works,Insurance,large,US,United States,2024-11-25,partner,True,,,9.0,Professional,professional,active,32.5,47,41,1481.2340425531916,13,3737.3399999999997,5.0,0.0,3.5,6.0,0,2,Steady Users,1,176
397,EdgeAI,Consulting,large,US,United States,2024-10-09,referral,False,2025-03-07 08:35:29,,4.0,Professional,professional,cancelled,32.5,33,28,1419.8484848484848,13,478.49,8.0,0.0,5.0,6.0,1,3,Steady Users,0,207
398,Meta Corp,Marketing,enterprise,FR,France,2023-11-26,organic,True,,,,Starter,starter,active,10.0,40,36,1661.35,13,1033.5,7.0,0.0,,5.0,0,1,Engaged Free/Low-Tier,0,179
399,LinkSolutions,Healthcare,small,US,United States,2025-08-05,organic,True,,,9.0,Free,free,active,0.0,39,33,1577.7948717948718,13,962.82,6.0,0.0,4.0,4.0,0,3,Steady Users,0,202
400,Flux Tech,Technology,small,US,United States,2025-03-22,partner,True,,,,Professional Plus,professional,active,59.0,35,27,1514.6,12,1812.0,9.0,2.0,3.25,6.0,0,0,At-Risk / Dormant,0,267
401,Core Corp,E-commerce,small,BR,Brazil,2024-10-04,partner,True,,,7.0,Starter Plus,starter,active,15.83,32,24,1513.84375,13,2808.6000000000004,6.0,0.0,4.333333333333333,4.0,0,3,Steady Users,0,174
402,MetaSystems,Healthcare,medium,IN,India,2024-11-06,paid_ads,True,,,3.0,Starter Plus,starter,active,15.83,34,32,1461.2941176470588,13,2031.54,5.0,1.0,,3.0,0,0,At-Risk / Dormant,0,231
403,RiftIO,Finance,large,US,United States,2025-04-04,organic,True,,,3.0,Professional,professional,active,39.0,40,34,1525.95,13,2519.45,4.0,1.0,,3.0,0,2,Steady Users,0,174
404,Bolt IO,Media,small,US,United States,2024-11-24,partner,True,,,3.0,Starter,starter,active,10.0,39,34,1687.0,13,295.12,3.0,0.0,2.5,4.0,0,0,At-Risk / Dormant,0,236
405,GridPlatform,Retail,small,AU,Australia,2025-08-08,referral,True,,,7.0,Free,free,paused,0.0,37,31,1535.4054054054054,12,1140.29,5.0,0.0,3.0,5.0,0,3,Steady Users,0,185
406,UnitSoftware,Education,small,IN,India,2024-04-21,event,True,,,6.0,Professional Plus,professional,active,59.0,38,30,1324.8684210526317,13,489.58,2.0,0.0,,4.0,0,3,Steady Users,0,194
407,MistSolutions,Logistics,medium,US,United States,2023-08-10,event,True,,,,Starter Plus,starter,active,17.1,38,27,1155.7368421052631,12,4135.7300000000005,7.0,0.0,2.6,2.0,0,2,Steady Users,0,173
408,AcmePro,Retail,small,GB,United Kingdom,2025-07-24,organic,True,,,10.0,Starter Plus,starter,active,19.0,49,44,1514.3877551020407,14,1299.2,4.0,1.0,5.0,4.0,0,1,Engaged Free/Low-Tier,1,177
409,EchoPro,Technology,medium,JP,Japan,2023-09-04,organic,False,2025-05-10 22:24:15,Too expensive,,Free,free,cancelled,0.0,38,30,1580.0,13,1440.07,5.0,0.0,3.0,2.0,1,0,At-Risk / Dormant,0,245
410,NovaDigital,E-commerce,large,US,United States,2025-02-04,referral,True,,,,Starter,starter,active,9.0,41,32,1633.219512195122,13,889.98,5.0,1.0,,3.0,0,1,Engaged Free/Low-Tier,0,198
411,ZealDigital,Manufacturing,small,IN,India,2024-12-08,event,True,,,7.0,Starter Plus,starter,active,19.0,34,31,1632.6470588235295,14,3732.4,3.0,0.0,,5.0,0,2,Steady Users,0,201
412,SageGroup,Insurance,small,SG,Singapore,2025-07-20,referral,True,,,,Professional,professional,active,39.0,44,39,1315.2727272727273,13,1753.66,2.0,0.0,,4.0,0,1,Engaged Free/Low-Tier,1,201
413,YieldStudio,Technology,small,IN,India,2023-12-09,partner,True,,,7.0,Professional Plus,professional,active,59.0,28,19,998.0357142857143,13,1266.76,4.0,0.0,3.5,3.0,0,3,Steady Users,0,181
414,UltraStudio,Media,large,AU,Australia,2025-04-29,event,False,2025-10-13 20:01:32,Outgrew the platform,,Starter,starter,cancelled,10.0,36,33,1484.1666666666667,13,3643.1200000000003,3.0,0.0,3.0,4.0,1,2,Steady Users,0,193
415,CoreGroup,Logistics,large,US,United States,2025-09-06,paid_ads,False,2025-10-13 23:57:59,Poor support experience,0.0,Professional,professional,cancelled,39.0,38,34,1423.2368421052631,13,2686.6000000000004,4.0,0.0,3.6666666666666665,4.0,1,2,Steady Users,0,217
416,NovaDev,Technology,small,AU,Australia,2024-10-22,organic,False,2025-02-02 10:10:23,Switched to competitor,6.0,Professional,professional,cancelled,32.5,41,36,1542.0,14,631.9300000000001,3.0,0.0,3.0,3.0,1,1,Engaged Free/Low-Tier,0,182
417,ArcVentures,Logistics,enterprise,IN,India,2023-11-08,event,True,,,,Professional,professional,active,39.0,41,33,1567.6097560975609,14,614.41,3.0,1.0,3.5,5.0,0,1,Engaged Free/Low-Tier,0,201
418,KiteGroup,Legal,medium,DE,Germany,2023-04-30,paid_ads,False,2024-10-02 20:40:00,Integration issues,1.0,Starter Plus,starter,cancelled,12.67,42,36,1508.7380952380952,14,3942.3300000000004,0.0,0.0,,4.0,1,2,Steady Users,1,212
419,JetStudio,Finance,medium,DE,Germany,2025-08-08,organic,True,,,9.0,Free,free,active,0.0,47,37,1439.1489361702127,13,855.05,3.0,0.0,2.0,4.0,0,1,Engaged Free/Low-Tier,1,172
420,Sync Hub,Real Estate,large,US,United States,2025-01-19,referral,True,,,8.0,Free,free,active,0.0,48,40,1436.3958333333333,13,593.92,4.0,1.0,2.0,3.0,0,1,Engaged Free/Low-Tier,1,172
421,TidalLabs,Retail,small,CA,Canada,2023-08-16,partner,True,,,,Starter Plus,starter,active,19.0,34,28,1345.4117647058824,14,2693.1800000000003,2.0,0.0,5.0,5.0,0,2,Steady Users,0,200
422,BoltTech,Consulting,large,SG,Singapore,2025-08-24,organic,False,2025-10-25 08:50:20,Company closed,5.0,Free,free,cancelled,0.0,40,33,1512.3,13,2075.96,4.0,1.0,5.0,3.0,1,3,Steady Users,0,173
423,SyncStudio,Consulting,enterprise,JP,Japan,2023-10-23,organic,False,2025-06-09 10:54:57,Budget cuts,,Enterprise Custom,enterprise,cancelled,165.83,48,37,1353.25,13,1758.89,6.0,0.0,4.0,4.0,1,1,Engaged Free/Low-Tier,1,207
424,IonVentures,Finance,small,DE,Germany,2023-04-01,paid_ads,False,2024-06-28 14:26:18,Budget cuts,3.0,Professional Plus,professional,cancelled,44.25,38,31,1317.7894736842106,12,1358.1499999999999,3.0,1.0,,4.0,1,3,Steady Users,0,225
425,MetaSolutions,Education,medium,CA,Canada,2025-01-27,event,True,,,0.0,Enterprise,enterprise,active,99.0,46,33,1360.5217391304348,11,1561.8200000000002,7.0,1.0,3.3333333333333335,4.0,0,3,Steady Users,1,195
426,TidalStack,Consulting,small,SG,Singapore,2025-02-22,referral,True,,,,Starter,starter,active,10.0,33,24,1462.6969696969697,10,704.59,2.0,1.0,4.0,5.0,0,3,Steady Users,0,199
427,EchoVentures,Education,large,SG,Singapore,2023-09-23,paid_ads,False,2023-12-07 10:42:46,No longer needed,7.0,Starter Plus,starter,cancelled,15.83,46,40,1413.695652173913,14,637.9,3.0,0.0,5.0,3.0,1,1,Engaged Free/Low-Tier,1,177
428,Xenon Corp,Logistics,small,US,United States,2024-10-05,organic,False,2024-12-10 16:53:04,Integration issues,,Enterprise,enterprise,cancelled,82.5,52,40,1520.0192307692307,14,196.95,6.0,0.0,,3.0,1,1,Engaged Free/Low-Tier,1,172
429,UltraOps,Education,large,FR,France,2024-06-14,organic,True,,,,Starter,starter,active,10.0,39,28,1512.3846153846155,14,1010.09,5.0,0.0,5.0,5.0,0,1,Engaged Free/Low-Tier,0,200
430,Jet Dev,E-commerce,enterprise,GB,United Kingdom,2024-12-30,referral,True,,,,Starter,starter,active,12.0,40,36,1639.8,13,1021.9499999999999,4.0,0.0,,4.0,0,1,Engaged Free/Low-Tier,0,198
