ticket_id,customer_id,member_id,category,priority,status,subject,created_at,first_response_at,resolved_at,satisfaction_score,escalated,tags,company_name,is_active,plan_id,plan_tier
1796,7,84.0,feature_request,medium,open,Audit log access denied,2025-10-21 12:22:12,,,,False,performance;export;onboarding;training,PeakIO,True,1,free
1797,1061,,billing,low,waiting_on_customer,Integration with Slack not working,2025-10-04 16:43:34,2025-10-07 09:43:34,,,False,"training , mobile , technical",Vine Pro,True,2,starter
1798,577,7487.0,feature_request,low,in_progress,Cannot login to dashboard,2024-11-03 05:39:32,2024-11-06 04:39:32,,,False,,FluxOps,True,7,enterprise
1799,1008,,performance,critical,in_progress,Account merge request,2023-10-29 01:54:21,2023-10-29 02:25:21,,,False,ux,DataTech,True,1,free
1800,18,395.0,api,low,resolved,Slow loading on project boards,2025-08-22 04:05:59,2025-08-24 17:05:59,2025-08-29 21:05:59,,False,"bug, technical, migration",LinkIO,True,4,professional
1801,805,,billing,medium,waiting_on_customer,Audit log access denied,2025-01-20 23:08:22,2025-01-21 13:08:22,,,False,"training , feature",Arc Corp,True,4,professional
1802,245,3443.0,technical,low,open,Account merge request,2025-10-12 19:00:13,,,,False,,Quest Tech,False,2,starter
1803,1131,,onboarding,low,open,Permission settings not saving,2025-07-11 17:16:08,,,,False,"performance , export , bug , security",Luna Corp,False,2,starter
1804,259,3584.0,billing,medium,closed,Custom workflow automation broken,2024-12-22 09:46:40,2024-12-24 14:46:40,2024-12-28 05:46:40,3.0,False,"api, migration, gdpr, api",RiftDigital,True,5,professional
1805,774,,billing,medium,resolved,Duplicate notifications being sent,2025-07-27 04:49:13,2025-07-28 21:49:13,2025-07-31 22:49:13,3.0,False,"enterprise, bug, technical",YieldDev,True,1,free
1806,429,5437.0,integration,high,resolved,Feature request: dark mode,2025-04-20 15:08:52,2025-04-20 23:08:52,2025-04-21 02:08:52,,False,"performance,integration",UltraOps,True,2,starter
1807,1160,,integration,medium,in_progress,Need to add more team members,2025-07-15 20:56:16,2025-07-18 08:56:16,,,False,,Zen Digital,True,5,professional
1808,674,,billing,low,waiting_on_customer,API rate limiting issues,2025-08-19 05:19:50,2025-08-20 03:19:50,,,False,"performance, mobile, security, urgent",Quark Tech,False,2,starter
1809,603,7739.0,api,low,in_progress,GDPR data export request,2025-10-04 02:04:21,2025-10-04 17:04:21,,,False,"mobile , export , onboarding",IonSystems,True,2,starter
1810,815,,billing,medium,resolved,Cannot login to dashboard,2024-01-11 03:11:01,2024-01-13 18:11:01,2024-01-16 02:11:01,4.0,False,,Echo AI,False,2,starter
1811,1169,,security,high,waiting_on_customer,Time tracking sync issues,2025-01-28 09:15:45,2025-01-28 20:15:45,,,True,"documentation,bug,gdpr,api",SyncAI,True,2,starter
1812,1086,,billing,high,waiting_on_customer,Time tracking sync issues,2025-07-23 00:41:07,2025-07-23 03:41:07,,,False,billing,Cloud Corp,True,4,professional
1813,671,,data_export,medium,waiting_on_customer,Duplicate notifications being sent,2024-08-28 12:51:20,2024-08-28 21:51:20,,,False,"enterprise , mobile",Luna Group,False,2,starter
1814,809,,data_export,low,closed,API rate limiting issues,2025-04-28 04:46:31,2025-04-28 10:46:31,2025-05-05 04:46:31,4.0,False,,Zeal Digital,True,4,professional
1815,240,3410.0,account,low,waiting_on_customer,SSO configuration help needed,2025-06-16 17:29:09,2025-06-16 19:29:09,,,False,,Unit Platform,False,4,professional
1816,98,1453.0,technical,high,closed,Feature request: dark mode,2025-09-19 11:34:05,2025-09-19 14:34:05,2025-09-23 05:34:05,,True,,Vine HQ,True,3,starter
1817,943,,account,medium,resolved,Custom workflow automation broken,2024-12-12 15:38:12,2024-12-13 07:38:12,2024-12-19 01:38:12,2.0,False,,VertexGroup,True,4,professional
1818,438,5596.0,billing,medium,closed,Permission settings not saving,2023-12-25 01:41:05,2023-12-27 02:41:05,2023-12-30 16:41:05,4.0,False,"api,mobile,sso,ux",EdgeIO,False,2,starter
1819,1088,,feature_request,low,in_progress,Export failing for large datasets,2025-03-04 21:00:44,2025-03-05 10:00:44,,,False,performance,CloudVentures,True,3,starter
1820,894,,integration,low,closed,Custom workflow automation broken,2025-09-09 23:30:18,2025-09-12 23:30:18,2025-09-16 03:30:18,4.0,False,"feature , migration , feature",Yield Systems,True,4,professional
1821,290,3938.0,data_export,low,resolved,Webhook delivery failures,2025-05-30 16:41:11,2025-06-02 07:41:11,2025-06-07 15:41:11,,False,"api,performance,integration,feature",SyncGroup,True,5,professional
1822,1162,,api,low,in_progress,Report generation timeout,2024-11-22 03:56:58,2024-11-23 22:56:58,,,False,"mobile , technical , urgent , training",Jet Analytics,True,3,starter
1823,6,79.0,api,low,resolved,Billing discrepancy on latest invoice,2025-09-30 13:30:29,2025-10-02 20:30:29,2025-10-07 13:30:29,,False,bug;urgent;ux,RiftWorks,True,1,free
1824,817,,integration,medium,in_progress,Mobile app crashes on Android,2025-08-24 06:01:27,2025-08-24 19:01:27,,,False,"documentation, enterprise",IonPlatform,True,2,starter
1825,510,6470.0,security,low,closed,Audit log access denied,2025-09-07 15:13:12,2025-09-08 06:13:12,2025-09-10 22:13:12,4.0,False,"export,documentation",RiftSolutions,True,2,starter
1826,951,,billing,low,closed,Audit log access denied,2024-08-07 03:46:33,2024-08-07 16:46:33,2024-08-14 16:46:33,3.0,False,training;billing,DataLabs,False,4,professional
1827,132,1972.0,security,high,closed,Integration with Slack not working,2025-06-09 00:48:41,2025-06-09 11:48:41,2025-06-11 10:48:41,3.0,False,"training, ux, training",PulseAI,False,2,starter
1828,630,8114.0,technical,medium,waiting_on_customer,Webhook delivery failures,2025-04-06 06:54:28,2025-04-08 10:54:28,,,False,,Xenon Stack,False,4,professional
1829,1088,,account,medium,closed,API rate limiting issues,2024-09-19 05:28:21,2024-09-20 08:28:21,2024-09-25 15:28:21,5.0,False,,CloudVentures,True,3,starter
1831,1125,,feature_request,medium,waiting_on_customer,Webhook delivery failures,2025-02-02 18:36:51,2025-02-03 01:36:51,,,False,gdpr,SyncLogic,True,3,starter
1832,918,,feature_request,medium,closed,Audit log access denied,2024-09-27 23:20:58,2024-09-30 09:20:58,2024-09-30 11:20:58,,False,documentation,PulseStack,True,4,professional
1833,608,7798.0,onboarding,medium,in_progress,Need to add more team members,2025-04-28 05:50:25,2025-05-01 03:50:25,,,False,"billing, training",Link Logic,True,1,free
1834,1065,,onboarding,low,closed,Custom workflow automation broken,2025-07-28 17:37:06,2025-07-31 02:37:06,2025-08-06 02:37:06,,False,"feature,onboarding,enterprise,sso",HubSystems,True,3,starter
1835,1021,,feature_request,medium,closed,Time tracking sync issues,2025-01-02 05:25:22,2025-01-02 17:25:22,2025-01-04 15:25:22,,False,performance,ZealSoftware,True,4,professional
1836,883,,api,medium,waiting_on_customer,Slow loading on project boards,2025-10-04 01:25:46,2025-10-05 21:25:46,,,False,bug;documentation;security,OrbitWorks,True,7,enterprise
1837,237,3336.0,account,critical,waiting_on_customer,Permission settings not saving,2025-07-01 07:41:39,2025-07-01 07:54:39,,,True,"onboarding, integration, enterprise, billing",HiveCloud,True,3,starter
1838,946,,data_export,medium,open,Custom workflow automation broken,2025-02-20 14:33:25,,,,False,export,XenonIO,True,5,professional
1839,919,,technical,low,open,Cannot login to dashboard,2025-04-04 00:02:15,,,,False,export;urgent;gdpr;api,OrbitPro,True,6,enterprise
1840,286,3864.0,security,low,closed,Time tracking sync issues,2025-02-09 21:55:01,2025-02-10 20:55:01,2025-02-14 23:55:01,,False,,KitePlatform,True,5,professional
1841,1082,,account,medium,in_progress,SSO configuration help needed,2025-03-10 23:06:31,2025-03-11 21:06:31,,,False,"ux,urgent,feature,mobile",WarpWorks,True,2,starter
1842,1153,,performance,low,open,Gantt chart not rendering correctly,2025-04-11 19:09:01,,,,False,,MistDigital,False,1,free
1843,1011,,data_export,medium,open,Integration with Slack not working,2025-08-20 00:21:05,,,,False,"bug, technical, sso",Zeal Labs,True,1,free
1844,866,,integration,low,waiting_on_customer,Duplicate notifications being sent,2024-10-08 18:25:24,2024-10-09 20:25:24,,,False,"bug,training,performance,technical",Jade Solutions,True,5,professional
1845,171,2511.0,data_export,medium,resolved,API rate limiting issues,2025-09-26 11:03:50,2025-09-27 05:03:50,2025-10-01 09:03:50,5.0,False,"bug,security,bug",UnitNet,True,2,starter
1846,748,,performance,low,waiting_on_customer,Account merge request,2025-03-01 10:29:33,2025-03-01 16:29:33,,,False,"migration, integration, api, migration",Nova Analytics,True,2,starter
1847,957,,onboarding,low,open,Integration with Slack not working,2025-07-16 00:16:57,,,,False,api,ArcTech,False,6,enterprise
1848,643,8329.0,api,high,closed,Report generation timeout,2025-09-17 16:15:15,2025-09-17 19:15:15,2025-09-23 11:15:15,5.0,True,"gdpr , technical",EdgePro,True,5,professional
1849,316,4128.0,onboarding,high,waiting_on_customer,Cannot downgrade plan,2023-09-23 18:13:12,2023-09-24 03:13:12,,,False,"urgent,performance,urgent",VertexTech,True,2,starter
1850,371,4753.0,feature_request,critical,open,Cannot login to dashboard,2025-09-20 21:28:15,,,,False,,ZealStudio,True,1,free
1851,419,5321.0,billing,medium,resolved,Feature request: dark mode,2025-10-30 18:34:03,2025-10-30 21:34:03,2025-11-01 05:34:03,2.0,False,"migration , security , technical , enterprise",JetStudio,True,1,free
1852,774,,security,high,resolved,Cannot downgrade plan,2025-03-07 18:51:48,2025-03-07 19:51:48,2025-03-09 16:51:48,,False,training;security,YieldDev,True,1,free
1853,727,,api,medium,closed,Audit log access denied,2024-09-18 03:38:49,2024-09-19 04:38:49,2024-09-24 02:38:49,,False,urgent,MistAI,True,1,free
1854,1066,,feature_request,medium,closed,Mobile app crashes on Android,2025-03-04 19:34:51,2025-03-06 04:34:51,2025-03-10 19:34:51,,False,bug,MetaGroup,True,2,starter
1855,448,5725.0,onboarding,medium,resolved,GDPR data export request,2024-09-04 10:35:56,2024-09-05 18:35:56,2024-09-06 13:35:56,3.0,False,,Vertex Analytics,True,2,starter
1856,510,6477.0,onboarding,medium,waiting_on_customer,Gantt chart not rendering correctly,2025-10-12 05:21:29,2025-10-14 04:21:29,,,False,"security, documentation",RiftSolutions,True,2,starter
1857,1030,,performance,medium,waiting_on_customer,Need to add more team members,2025-08-13 22:54:03,2025-08-14 03:54:03,,,False,"ux,security,feature",Hive Corp,True,5,professional
1858,761,,data_export,medium,waiting_on_customer,SSO configuration help needed,2025-07-30 16:40:54,2025-08-01 04:40:54,,,False,documentation,EchoDigital,True,2,starter
1859,654,8429.0,billing,low,waiting_on_customer,Permission settings not saving,2025-06-30 10:07:28,2025-07-02 04:07:28,,,False,"billing , feature",Bolt Corp,True,4,professional
1860,944,,account,high,waiting_on_customer,Report generation timeout,2024-12-07 05:38:53,2024-12-07 08:38:53,,,False,"training , billing , security , migration",TrekHQ,False,1,free
1861,137,2026.0,performance,medium,open,Time tracking sync issues,2023-10-20 21:32:08,,,,False,,Tidal Solutions,True,4,professional
1862,942,,technical,low,closed,Audit log access denied,2024-09-11 08:43:28,2024-09-12 23:43:28,2024-09-14 22:43:28,3.0,False,"technical , performance , ux , training",EdgeStudio,True,5,professional
1863,1191,,api,high,waiting_on_customer,Custom workflow automation broken,2025-10-08 13:01:33,2025-10-08 16:01:33,,,True,"gdpr , training , urgent , enterprise",WaveWorks,True,2,starter
1864,724,,billing,high,in_progress,Duplicate notifications being sent,2025-08-30 03:29:24,2025-08-30 10:29:24,,,False,"gdpr, documentation, migration, onboarding",JetLabs,False,5,professional
1865,182,2644.0,feature_request,high,resolved,Mobile app crashes on Android,2025-06-21 17:24:16,2025-06-21 19:24:16,2025-06-23 16:24:16,1.0,False,"mobile,documentation,export",SageStudio,True,3,starter
1866,217,3125.0,billing,medium,closed,Need to add more team members,2025-05-12 10:12:27,2025-05-12 20:12:27,2025-05-15 14:12:27,,False,"onboarding, mobile",PeakSolutions,True,1,free
1867,961,,security,high,closed,Permission settings not saving,2024-12-02 09:00:21,2024-12-02 11:00:21,2024-12-06 09:00:21,4.0,False,feature,Unit Hub,True,2,starter
1868,905,,account,medium,closed,Account merge request,2025-07-20 02:49:18,2025-07-22 16:49:18,2025-07-28 21:49:18,4.0,False,technical,OrbitVentures,True,4,professional
1869,386,4898.0,account,low,open,SSO configuration help needed,2024-09-08 12:30:02,,,,False,"technical,integration,billing",EchoCloud,False,3,starter
1870,374,4776.0,api,high,waiting_on_customer,API rate limiting issues,2025-08-18 10:17:57,2025-08-18 20:17:57,,,False,api,UltraIO,False,1,free
1871,281,3836.0,feature_request,low,closed,White label logo not displaying,2025-02-20 23:53:24,2025-02-22 20:53:24,2025-03-01 18:53:24,4.0,False,,EchoHQ,True,1,free
1872,759,,data_export,low,waiting_on_customer,Account merge request,2025-10-18 17:28:09,2025-10-19 02:28:09,,,False,training;bug;sso,LinkStudio,True,1,free
1873,679,,integration,low,closed,Feature request: dark mode,2024-03-23 03:13:28,2024-03-25 07:13:28,2024-03-29 19:13:28,4.0,False,"ux,documentation,billing",Rift Digital,True,4,professional
1874,753,,security,medium,closed,Cannot downgrade plan,2023-08-11 12:15:28,2023-08-13 06:15:28,2023-08-20 05:15:28,,False,"integration,migration",TrekIO,True,2,starter
1875,420,5324.0,security,medium,in_progress,Slow loading on project boards,2025-05-04 02:10:23,2025-05-06 13:10:23,,,False,,Sync Hub,True,1,free
1876,232,3282.0,api,medium,open,Need help with API authentication,2024-11-25 18:51:21,,,,False,"performance, billing",Quest Studio,True,4,professional
1877,627,8041.0,feature_request,high,waiting_on_customer,Report generation timeout,2025-04-02 17:39:24,2025-04-02 21:39:24,,,False,security,Luna IO,True,2,starter
1878,425,5392.0,onboarding,low,closed,Data import from CSV failing,2025-08-13 20:24:50,2025-08-16 02:24:50,2025-08-21 22:24:50,4.0,False,"performance,migration,urgent",MetaSolutions,True,6,enterprise
1879,600,7723.0,account,critical,resolved,Audit log access denied,2024-09-11 06:04:12,2024-09-11 07:12:12,2024-09-13 18:12:12,4.0,False,security;technical;enterprise;onboarding,HiveDev,True,2,starter
1880,617,7847.0,billing,low,open,Report generation timeout,2025-10-10 20:48:56,,,,False,,AcmeHub,False,1,free
1881,630,8118.0,feature_request,high,in_progress,Feature request: dark mode,2025-07-26 04:23:41,2025-07-26 07:23:41,,,False,feature;feature,Xenon Stack,False,4,professional
1882,227,3202.0,api,high,open,White label logo not displaying,2024-04-02 17:09:06,,,,False,gdpr;bug;security,DataDev,True,2,starter
1883,1143,,api,high,in_progress,Time tracking sync issues,2025-10-13 19:04:00,2025-10-13 23:04:00,,,False,urgent;onboarding;sso;mobile,Bolt Logic,True,5,professional
1884,273,3792.0,data_export,low,open,Report generation timeout,2024-05-23 04:41:14,,,,False,,TidalSoftware,True,2,starter
1885,960,,integration,critical,in_progress,Custom workflow automation broken,2025-09-14 01:58:34,2025-09-14 02:16:34,,,False,"gdpr, bug, migration, sso",Peak AI,True,6,enterprise
1886,868,,feature_request,medium,closed,Audit log access denied,2025-10-27 10:26:03,2025-10-30 04:26:03,2025-11-01 10:26:03,,False,enterprise;billing,Tidal Ops,True,4,professional
1887,326,4191.0,billing,medium,in_progress,GDPR data export request,2025-02-03 01:44:00,2025-02-05 11:44:00,,,False,"feature , documentation , ux",NexusAnalytics,False,3,starter
1888,494,6250.0,api,critical,waiting_on_customer,Cannot login to dashboard,2025-02-04 03:42:56,2025-02-04 05:28:56,,,False,security,UnitAI,True,1,free
1889,206,2910.0,data_export,low,in_progress,Custom workflow automation broken,2024-03-15 12:59:33,2024-03-15 18:59:33,,,False,"billing, urgent",RushHQ,True,6,enterprise
1890,748,,integration,medium,open,Cannot downgrade plan,2025-04-17 05:14:41,,,,False,mobile,Nova Analytics,True,2,starter
1891,747,,billing,medium,in_progress,Report generation timeout,2025-03-29 17:44:39,2025-03-29 22:44:39,,,False,"export , api , ux",Meta Analytics,True,4,professional
1892,601,7729.0,feature_request,low,in_progress,Need to add more team members,2024-12-02 23:21:55,2024-12-03 13:21:55,,,False,"ux, onboarding",GridHQ,False,1,free
1893,338,4320.0,performance,low,in_progress,Report generation timeout,2023-10-27 08:54:24,2023-10-28 14:54:24,,,False,,JadeIO,False,6,enterprise
1894,452,5821.0,billing,low,resolved,Custom workflow automation broken,2023-12-12 23:28:40,2023-12-15 01:28:40,2023-12-17 00:28:40,4.0,False,"api,api",Rush Digital,True,1,free
1895,100,1480.0,billing,medium,waiting_on_customer,GDPR data export request,2025-08-19 02:59:08,2025-08-20 00:59:08,,,False,"security, performance, security",SyncTech,True,2,starter
1896,465,6025.0,account,medium,in_progress,Cannot login to dashboard,2025-08-29 10:02:03,2025-08-31 22:02:03,,,False,,MistNet,True,6,enterprise
1897,258,3573.0,account,low,closed,Need to add more team members,2025-07-02 12:17:10,2025-07-04 08:17:10,2025-07-10 09:17:10,5.0,False,"bug , training , ux , migration",Mist Net,True,4,professional
1898,255,3547.0,data_export,medium,in_progress,Report generation timeout,2024-09-12 14:37:16,2024-09-15 08:37:16,,,False,gdpr,GridAnalytics,False,2,starter
1899,356,4567.0,feature_request,low,closed,Account merge request,2025-05-23 08:34:31,2025-05-23 20:34:31,2025-05-25 22:34:31,5.0,False,"migration,bug,enterprise",DriftPro,True,5,professional
1900,34,643.0,technical,medium,closed,Integration with Slack not working,2025-03-14 12:55:52,2025-03-17 01:55:52,2025-03-23 08:55:52,4.0,False,bug;urgent;sso;feature;bug,JadeHQ,True,4,professional
1901,24,476.0,technical,medium,waiting_on_customer,Export failing for large datasets,2025-06-29 03:17:55,2025-07-01 05:17:55,,,False,security,TidalStudio,True,3,starter
1902,551,7033.0,onboarding,medium,in_progress,Gantt chart not rendering correctly,2025-09-27 07:11:54,2025-09-27 15:11:54,,,False,,FluxSystems,True,3,starter
1903,934,,performance,medium,open,API rate limiting issues,2025-02-28 22:42:44,,,,False,"gdpr , billing , migration , api",Beam Analytics,True,6,enterprise
1904,891,,integration,high,waiting_on_customer,Billing discrepancy on latest invoice,2025-07-15 04:54:54,2025-07-15 09:54:54,,,True,"security,export",WarpPlatform,True,3,starter
1905,711,,technical,critical,waiting_on_customer,Data import from CSV failing,2025-04-16 23:50:24,2025-04-17 01:23:24,,,False,"ux,bug,enterprise,urgent",FlowPlatform,True,4,professional
1906,606,7779.0,account,high,waiting_on_customer,Data import from CSV failing,2025-03-15 07:07:46,2025-03-15 17:07:46,,,False,mobile;documentation;export;feature,HubAnalytics,True,5,professional
1907,1066,,billing,low,waiting_on_customer,Need to add more team members,2024-04-14 19:31:22,2024-04-17 12:31:22,,,False,"sso, bug, integration",MetaGroup,True,2,starter
1908,176,2570.0,api,critical,closed,Audit log access denied,2023-12-26 04:04:59,2023-12-26 04:56:59,2023-12-26 19:56:59,,False,"performance, integration",MetaLogic,True,6,enterprise
1909,179,2605.0,security,low,in_progress,Time tracking sync issues,2025-06-25 22:31:49,2025-06-26 19:31:49,,,False,api;documentation;feature;export;api,Vine Ventures,False,4,professional
1910,307,4074.0,feature_request,low,closed,Data import from CSV failing,2025-02-24 08:48:49,2025-02-26 20:48:49,2025-02-27 08:48:49,4.0,False,,KiteStack,True,2,starter
1911,1188,,account,high,waiting_on_customer,Feature request: dark mode,2025-01-01 19:56:50,2025-01-02 01:56:50,,,False,,WavePlatform,False,3,starter
1912,607,7789.0,security,high,resolved,Custom workflow automation broken,2025-05-01 16:18:02,2025-05-02 02:18:02,2025-05-07 02:18:02,5.0,False,documentation;mobile;billing;ux,Flux Studio,True,2,starter
1913,635,8141.0,onboarding,low,closed,Cannot login to dashboard,2024-01-26 10:57:29,2024-01-28 16:57:29,2024-01-30 01:57:29,,False,"urgent, api",Tidal Dynamics,True,1,free
1914,499,6331.0,integration,low,waiting_on_customer,White label logo not displaying,2024-06-02 03:03:48,2024-06-02 10:03:48,,,False,"sso , export , training , bug",AcmeSystems,True,2,starter
1915,230,3245.0,onboarding,high,open,Permission settings not saving,2023-07-12 10:53:14,,,,True,feature,PeakPlatform,True,3,starter
1916,891,,onboarding,high,closed,Integration with Slack not working,2025-05-13 02:22:56,2025-05-13 03:22:56,2025-05-15 13:22:56,4.0,False,"ux , technical , bug , ux",WarpPlatform,True,3,starter
1917,1121,,api,high,in_progress,SSO configuration help needed,2024-09-15 01:04:42,2024-09-15 13:04:42,,,False,sso,ZealGroup,True,7,enterprise
1918,457,5874.0,onboarding,low,open,Feature request: dark mode,2025-09-28 04:04:36,,,,False,"integration , gdpr",Warp Platform,True,1,free
1919,1142,,integration,low,waiting_on_customer,Audit log access denied,2025-01-29 14:37:23,2025-02-01 02:37:23,,,False,"api, api",OrbitStack,False,5,professional
1920,217,3126.0,performance,low,waiting_on_customer,White label logo not displaying,2025-07-16 00:07:17,2025-07-18 10:07:17,,,False,"security , integration , export",PeakSolutions,True,1,free
1921,1134,,api,low,open,Time tracking sync issues,2024-02-15 23:49:23,,,,False,"gdpr , urgent , billing",CloudAnalytics,True,1,free
1922,620,7878.0,integration,medium,in_progress,SSO configuration help needed,2025-06-17 08:17:17,2025-06-20 07:17:17,,,False,,OrbitSystems,False,3,starter
1923,79,1229.0,technical,medium,open,Duplicate notifications being sent,2025-09-06 23:07:28,,,,False,"enterprise , enterprise",PeakStack,False,4,professional
1924,984,,security,medium,closed,Need help with API authentication,2025-09-25 02:36:45,2025-09-26 09:36:45,2025-10-03 07:36:45,,False,,QuarkLabs,True,4,professional
1925,1128,,security,medium,resolved,GDPR data export request,2024-03-27 13:54:55,2024-03-28 23:54:55,2024-04-03 21:54:55,5.0,False,"security, enterprise, urgent",Zen Platform,True,5,professional
1926,367,4705.0,performance,medium,open,GDPR data export request,2025-01-09 21:15:26,,,,False,"performance , gdpr",Hub Labs,True,1,free
1927,174,2556.0,performance,high,in_progress,Export failing for large datasets,2025-03-15 09:56:10,2025-03-15 13:56:10,,,False,,NexusLogic,False,5,professional
1928,771,,onboarding,low,resolved,Permission settings not saving,2024-06-04 13:19:16,2024-06-05 03:19:16,2024-06-08 00:19:16,4.0,False,"performance,mobile,billing",Vertex Net,False,5,professional
1929,232,3296.0,security,medium,closed,Cannot downgrade plan,2025-03-20 19:15:10,2025-03-20 23:15:10,2025-03-26 08:15:10,5.0,False,ux,Quest Studio,True,4,professional
1930,209,3005.0,integration,critical,waiting_on_customer,Integration with Slack not working,2025-03-28 18:18:51,2025-03-28 20:18:51,,,False,feature,KeenLogic,True,6,enterprise
1931,960,,account,low,in_progress,Slow loading on project boards,2025-08-09 22:27:24,2025-08-11 10:27:24,,,False,"documentation , documentation",Peak AI,True,6,enterprise
1932,146,2144.0,technical,low,in_progress,Mobile app crashes on Android,2024-08-30 12:55:13,2024-09-02 02:55:13,,,False,"security,mobile,export,migration",OnyxOps,True,4,professional
1933,989,,account,critical,waiting_on_customer,White label logo not displaying,2024-06-20 14:05:18,2024-06-20 14:20:18,,,False,documentation,MistDynamics,True,3,starter
1934,242,3416.0,security,medium,open,Cannot downgrade plan,2024-12-12 17:44:22,,,,False,,HubStudio,False,4,professional
1935,308,4087.0,api,low,closed,Mobile app crashes on Android,2025-01-25 08:30:13,2025-01-28 04:30:13,2025-02-02 07:30:13,2.0,False,"technical , documentation",MistStack,False,1,free
1936,179,2605.0,security,medium,in_progress,Report generation timeout,2025-07-14 17:33:02,2025-07-15 17:33:02,,,False,"feature , urgent",Vine Ventures,False,4,professional
1937,245,3445.0,api,high,waiting_on_customer,White label logo not displaying,2025-07-06 08:09:37,2025-07-06 18:09:37,,,True,technical,Quest Tech,False,2,starter
1938,391,4919.0,technical,low,closed,Audit log access denied,2025-05-29 21:07:52,2025-05-30 20:07:52,2025-06-05 17:07:52,,False,"documentation , ux , gdpr , security",QuarkSolutions,True,5,professional
1939,85,1303.0,feature_request,low,waiting_on_customer,API rate limiting issues,2024-02-16 07:19:51,2024-02-17 09:19:51,,,False,bug,Rift Ops,True,1,free
1940,840,,integration,medium,waiting_on_customer,Cannot login to dashboard,2023-07-14 19:24:18,2023-07-15 20:24:18,,,False,"enterprise , onboarding , ux",ZealDynamics,True,3,starter
1941,1145,,feature_request,medium,waiting_on_customer,Account merge request,2025-02-24 13:47:48,2025-02-27 06:47:48,,,False,,QuarkDigital,True,4,professional
2109,171,2507.0,billing,high,open,Custom workflow automation broken,2024-03-28 01:03:09,,,,False,,UnitNet,True,2,starter
1942,875,,data_export,medium,closed,White label logo not displaying,2023-10-08 18:15:24,2023-10-09 07:15:24,2023-10-09 16:15:24,,False,"security , gdpr , bug , migration",JetDynamics,False,5,professional
1943,53,870.0,security,critical,closed,Billing discrepancy on latest invoice,2024-10-07 03:58:48,2024-10-07 04:15:48,2024-10-11 15:15:48,4.0,False,training,MistPro,True,1,free
1944,902,,onboarding,medium,in_progress,Audit log access denied,2024-04-13 21:19:02,2024-04-16 11:19:02,,,False,"security , billing",Rift Hub,True,3,starter
1945,505,6414.0,security,low,waiting_on_customer,White label logo not displaying,2025-02-01 01:09:04,2025-02-03 01:09:04,,,False,"urgent,documentation,onboarding,sso",Mist Ventures,True,1,free
1946,526,6697.0,integration,high,open,Feature request: dark mode,2024-08-09 15:24:38,,,,True,enterprise;bug,Quark Pro,True,1,free
1947,645,8352.0,performance,medium,resolved,Webhook delivery failures,2025-04-29 11:09:17,2025-04-30 04:09:17,2025-05-02 05:09:17,3.0,False,sso;billing;documentation,BoltCloud,True,2,starter
1948,243,3432.0,integration,medium,waiting_on_customer,Permission settings not saving,2025-03-05 03:36:45,2025-03-07 16:36:45,,,False,"urgent , sso",YieldSystems,True,1,free
1949,632,8125.0,feature_request,medium,resolved,Audit log access denied,2025-05-27 02:33:57,2025-05-27 09:33:57,2025-06-02 13:33:57,3.0,False,export;onboarding;bug;ux,Warp Logic,True,2,starter
1950,535,6801.0,feature_request,high,waiting_on_customer,Need to add more team members,2025-07-22 17:48:18,2025-07-23 05:48:18,,,True,,ZenVentures,True,5,professional
1951,387,4901.0,billing,medium,closed,Need help with API authentication,2025-05-08 23:20:09,2025-05-11 14:20:09,2025-05-12 15:20:09,,False,api,GridDynamics,True,6,enterprise
1952,970,,technical,medium,waiting_on_customer,Audit log access denied,2023-09-24 05:37:32,2023-09-26 17:37:32,,,False,"documentation , sso",Ion Dev,False,2,starter
1953,585,7559.0,api,high,closed,GDPR data export request,2025-06-03 09:52:04,2025-06-03 15:52:04,2025-06-09 03:52:04,4.0,False,mobile;billing;urgent;migration,YieldIO,True,2,starter
1954,180,2611.0,performance,low,closed,Audit log access denied,2024-05-18 01:30:25,2024-05-20 04:30:25,2024-05-23 13:30:25,2.0,False,documentation;sso;performance;feature,Rush Dev,True,6,enterprise
1955,791,,performance,medium,closed,Time tracking sync issues,2025-08-30 19:37:20,2025-08-31 03:37:20,2025-09-05 00:37:20,5.0,False,"sso, training",EchoSolutions,True,4,professional
1956,1094,,api,critical,in_progress,SSO configuration help needed,2025-05-09 07:38:23,2025-05-09 07:57:23,,,True,enterprise,BeamWorks,True,4,professional
1957,922,,integration,low,in_progress,Report generation timeout,2024-12-25 03:51:46,2024-12-25 06:51:46,,,False,export,HiveOps,True,1,free
1958,879,,integration,low,closed,Billing discrepancy on latest invoice,2025-04-17 18:48:36,2025-04-17 22:48:36,2025-04-20 00:48:36,1.0,False,migration;training;sso,DriftHQ,False,1,free
1959,707,,account,medium,waiting_on_customer,Cannot downgrade plan,2023-09-09 15:24:25,2023-09-11 05:24:25,,,False,"bug, feature, enterprise, performance",PeakHub,False,2,starter
1960,40,696.0,technical,low,resolved,Export failing for large datasets,2025-03-24 04:38:02,2025-03-26 01:38:02,2025-04-01 06:38:02,3.0,False,documentation,PulseDigital,True,2,starter
1961,115,1628.0,data_export,high,closed,Slow loading on project boards,2025-08-09 23:11:55,2025-08-10 11:11:55,2025-08-10 18:11:55,,False,feature;gdpr;urgent,HiveCorp,True,3,starter
